username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
,,https://twitter.com/Hena201/status/1255188118883512321,"""Dem party is really shooting themselves in the foot.
Ever since Bernie suspended his campaign, they r only pissing off progressives & independents more and more

Do they really think Bernie supporters are going to line up behind superPACs?
#NoJoe
#DemPrimary
#Election
#NeverTrump… https",2020-04-28 10:32:00,,1,0,,0,NoJoe | DemPrimary | Election | NeverTrump,4,,https://pbs.twimg.com/media/EWtS7ZIWAAMJ5AE.jpg | https://pbs.twimg.com/media/EWtS79PWAAQjaMT.jpg
sanafarhan24,Sana Farhan,https://twitter.com/SanaFarhan24/status/1254113768910569474,"""#Khan when talking about #corruption blaims only #Democratic #Governments why he can't talk about most corrupt regime of #General #Mushraf according to transparency #international… https",2020-04-25 11:23:00,5,1,1,,0,Khan | corruption | Democratic | Governments | General | Mushraf | international,7,,https://pbs.twimg.com/media/EWeB0fZWkAAoO9Z.jpg
thiefusnflufhed,ThiefUsAndFluffHead,https://twitter.com/ThiefUsNFlufHed/status/1254856347859824640,"""Hey #NewYork #DemocratIC Power Brokers, either KEEP #BernieOnTheBallot Or make 
Tens Of MIILIONS of ENEMIES who will DOX ( identify ) Boycott your business/es , PRIMARY, vote you out of office, and (FIGURATIVELY) spit in your faces in pubic. DEFY yr masters. MORE OF US!""",2020-04-27 12:34:00,1,1,0,,0,NewYork | DemocratIC | BernieOnTheBall,3,,
mccameronpaul,Paul McCameron,https://twitter.com/MccameronPaul/status/1255207656064782336,"""Trump VS Biden Gonna be entertaining! #tvdebates #presidentialdebates #election #uspolitics #entertaining #trumpbiden #biden #trump… https",2020-04-28 11:50:00,,,0,,0,tvdebates | presidentialdeb | election | uspolitics | entertaining | trumpbiden | biden | trump,8,,
mikereganjr,"Mike Regan Jr, PhD Ⓥ",https://twitter.com/MikeReganJr/status/1254813130208641024,"""Nearly 170 nations offer free or very low cost #healthcare to all of its citizens, and the US is not on that list. The US is the wealthiest country in the world. No #Republican leader wants  #MedicareForAll, but almost all #Democrats do. #PeopleFirst #VoteChange #VoteBlue2020… https",2020-04-27 09:42:00,83,1,0,,0,healthcare | Republican | MedicareForAll | Democrats | PeopleFirst | VoteChange | VoteBlue2020,7,,https://pbs.twimg.com/media/EWn793cUcAA9b81.jpg
donnac58,Duchess the Cat,https://twitter.com/donnac58/status/1255230833620811777,"""The only thing in America easier to buy than a gun is a #Republican. 

#CorruptGOP #CorruptAndComplicitGOP #Corruption #LiarInChief #coronavirus #TrumpIsAnIdiot #TrumpVirusCoverup #TrumpVirus #TrumpVirus2020 #TrumpCrimeFamily #LiarInChief #TrumpIsTheWORSTPresidentEVER #TrumpVirus… https",2020-04-28 13:22:00,1,2,0,,0,Republican | CorruptGOP | CorruptAndCompl | Corruption | LiarInChief | coronavirus | TrumpIsAnIdiot | TrumpVirusCover | TrumpVirus | TrumpVirus2020 | TrumpCrimeFamil | LiarInChief | TrumpIsTheWORST | TrumpVirus,14,,
redredreagan,Reagan Quotes,https://twitter.com/RedRedReagan/status/1255149637515702272,"""Whenever the cause of the people is entrusted to professors, it is lost. -Ronald Reagan 

#MAGA #MAGA2020 #Reagan #Republican #TrumpPressBriefing… https",2020-04-28 07:59:00,,,0,,0,MAGA | MAGA2020 | Reagan | Republican | TrumpPressBrief,5,,https://pbs.twimg.com/media/EWsv8P1VAAEVvre.jpg
domini_templari,Malcolm Montgomery,https://twitter.com/Domini_Templari/status/1254814767862054913,"""What you are witnessing @perlmutations is the savagery that is the #Republican party, 

they bear the full responsibilty for all #trump's victims.… https",2020-04-27 09:48:00,13,7,0,perlmutations,1,Republican | trump,2,,
votesamuelwill1,Samuel Williams TX 16 CD,https://twitter.com/votesamuelwill1/status/1254506917273243654,"""With 38K plus followers we should be able to raise enough to put #Democrat Veronica Escobar on her heels and stop her from being reelected. If everyone donated just $17.00 we would be in good shape to stop her. Please Donate today. https",2020-04-26 13:25:00,9,10,0,,0,Democrat,1,,
lukeedison20,Luke Negron for Congress,https://twitter.com/LukeEdison20/status/1253823022298996744,"""Remember",2020-04-24 16:07:00,31,26,0,,0,,0,,
robby525,Robby Scharf,https://twitter.com/Robby525/status/1255306295428681728,"""I respect your honesty to voice your complaints against #Trump, but running as a 3rd Party Candidate will only help Trump. 

Here's a better idea",2020-04-28 18:21:00,7,2,0,,0,Trump,1,,
,,https://twitter.com/SocialNetPromo1/status/1255128123957374976,"""I want @IlhanMN indicted for her various acts of fraud. #Minnesota #Vote #Republican #MAGA… """,2020-04-28 06:33:00,21,8,0,IlhanMN,1,Minnesota | Vote | Republican | MAGA,4,,https://pbs.twimg.com/media/EWscXfFUMAMECFE.jpg
wowportunity,Wow! Good American Deals for Good American People,https://twitter.com/wowportunity/status/1255134930620706823,"""[Tee Hunt Trump Flag] #MAGA #Republican Hoodie ➡️ SHOP NOW",2020-04-28 07:01:00,1,1,0,,0,MAGA | Republican,2,,
saveamerica206,R M E,https://twitter.com/SaveAmerica206/status/1255216920892145666,"""He says states have to be helped; They are doing what is necessary but are not collecting sales tax and tax filing delay has states in a terrible dilemma. Everyone knows #MoscowMitch and #Republican Senators CANNOT obstruct.… https",2020-04-28 12:26:00,,1,0,,0,MoscowMitch | Republican,2,,
spockresists,Mr. Spock ,https://twitter.com/SpockResists/status/1254873408212480000,"""1 million cases of coronavirus in the United States and will be at 60,000 deaths by the weekend. 

Please take care of yourself. Keep safe. 
That goes for #Republican states too. Listen to the experts. 

#StayHomeSaveLives. 

We will get through this.
🖖🙂 https",2020-04-27 13:41:00,40,25,5,,0,Republican | StayHomeSaveLiv,2,,
gawaincampion,Gawain Campion,https://twitter.com/GawainCampion/status/1255213001269002246,"""Why are #Republican  Governors ignoring Scientists & Doctors. Is it cuz they are so very stupid or That they do not care if you live or die or spend weeks in hospital. Maybe they are so desperate to get votes that they are sucking up to the mad Trump. #Iowa… https",2020-04-28 12:11:00,,,0,,0,Republican | Iowa,2,,
carboraider,Diet Carboraider,https://twitter.com/CarboRaider/status/1255238221686071297,"""If you don't vote, this #Republican woman will do it for you.
#NeverBiden… """,2020-04-28 13:51:00,,,0,,0,Republican | NeverBiden,2,,https://pbs.twimg.com/media/EWuAGx6XsAYI_CW.jpg
votesamuelwill1,Samuel Williams TX 16 CD,https://twitter.com/votesamuelwill1/status/1254509597743816706,"""Apparently to be considered a good Candidate by the RNC I am being told that I need to raise at least $50K to be considered for any type of #Republican Party help. We must raise $25K before the end of May. Help me continue the effort to unseat Escobar. https",2020-04-26 13:36:00,46,95,1,,0,Republican,1,,
bobdibuono,Bob DiBuono,https://twitter.com/BobDibuono/status/1255106222199627776,"""The lockdown may keep u from having your parties, but u can book me to deliver a personal Trump message!  

Message me at bobintense@gmail.com for pricing. 

#cameo #birthdays. #anniversaries #weddings #trump #parties #republicans #donaldtrump #trump2020 #republican #democrat… https",2020-04-28 05:06:00,27,12,4,,0,cameo | birthdays | anniversaries | weddings | trump | parties | republicans | donaldtrump | trump2020 | republican | democrat,11,,
variousstrata,Strata Steve,https://twitter.com/VariousStrata/status/1254978531127365634,"""I wanna know how ANY nurse can EVER vote #Republican again?… """,2020-04-27 20:39:00,120,52,6,,0,Republican,1,,https://pbs.twimg.com/media/EWqUUgiXsAI_FpO.jpg
mikelm31,Michael Manlove,https://twitter.com/mikelm31/status/1255252647663341568,"""#Sure , Give to the Rich . The #Republican Tax scam that saved them 1 TrillionDollars wasn’t enough . I better never hear a Word about my Social Security the rest of my breathing days !  https",2020-04-28 14:48:00,3,3,0,,0,Sure | Republican,2,,
doglovinbear,Dog Lover,https://twitter.com/DogLovinBear/status/1254485371649392640,"""When you see Ari Fleischer and Karl Rove getting tv air time, please realize that means we’ll never be rid of Kellyanne Conway.

#Republican liars never go away.""",2020-04-26 11:59:00,93,28,4,,0,Republican,1,,
danrodimer,Big Dan Rodimer for Congress-Nevada's 3rd District,https://twitter.com/DanRodimer/status/1253773079085494272,"""My name is ""Big Dan"" Rodimer. I am a family man, former #WWE wrestler, small business owner, and a Conservative #Republican who is looking to become your Congressman in Nevada's 3rd Congressional District. #NV03 #AmericaFirst

Please support my campaign",2020-04-24 12:49:00,159,102,10,,0,WWE | Republican | NV03 | AmericaFirst,4,,
realrobsnyder,Real Rob! ,https://twitter.com/RealRobSnyder/status/1254416281794682885,"""Apparently #liberal coverup of #Democrat Presidential hopefuls is ok!  

1. Give less coverage if not a republican being accused

2. If there is real evidence not paid hearsay remove it!  

Oh yes and Democrats care!  

https",2020-04-26 07:25:00,5,4,0,,0,liberal | Democrat,2,,
iamsophianelson,Sophia A. Nelson,https://twitter.com/IAmSophiaNelson/status/1254096013918441473,"""What a massive prick he is! Just wow! The #Republican party is whack! So glad #IlefttheGOP… """,2020-04-25 10:12:00,678,210,28,,0,Republican | IlefttheGOP,2,,
thankmela8er,Villa4Assembly,https://twitter.com/thankmela8er/status/1254090091225444352,"""Unfortunately during this #stayathome I am prevented from canvassing & reaching out to my constituents.  Let’s not let my incumbent #democrat have an advantage...Thanks for your
 support. ✊🏼
Link in bio.

As well as,
Insta",2020-04-25 09:49:00,3,1,0,,0,stayathome | democrat,2,,https://pbs.twimg.com/media/EWdsQRjUEAAp_gX.jpg
,,https://twitter.com/Emolclause/status/1253702650073358340,"""If a #Democrat was in the White House, there would be NO NEED to ""restore"" our economy because he/she would have taken the warnings seriously. This👇DAMNING timeline would NEVER have happened under a Dem Prez

#TheResistance #FridayThoughts #FBRParty
https",2020-04-24 08:09:00,511,169,18,,0,Democrat | TheResistance | FridayThoughts | FBRParty,4,,
votesamuelwill1,Samuel Williams TX 16 CD,https://twitter.com/votesamuelwill1/status/1254995359870275584,"""It just occurred to me that during the Kavanagh hearings my 2020 opponent said he was guilty but now she endorses #Biden. She claims #BelieveWomen so why would she endorse Biden. Help get #Democrat Veronica Escobar out of Congress. https",2020-04-27 21:46:00,72,88,3,,0,Biden | BelieveWomen | Democrat,3,,
drgeorgeburdell,North Avenue Trade School,https://twitter.com/DrGeorgeBurdell/status/1254451602544447489,"""US intelligence does not believe that #KimJungUn is dead, he has yet to vote in a #Democrat primary.… """,2020-04-26 09:45:00,5,3,1,,0,KimJungUn | Democrat,2,,https://pbs.twimg.com/media/EWi08xqU4AABUiC.jpg
theocintric,Jam Jones ,https://twitter.com/theocintric/status/1255231509503651841,"""It wasn’t hate that turned this former #Democrat from #HillaryClinton it was her pure criminal behavior #RiggedPrimary #Benghazi #Murder #Emails #BleachBit #ClintonFoundation #MoneyLaundering #Fraud #SethRich

#WalkAwayFromDemocrats 

RT please… https",2020-04-28 13:24:00,1,1,0,,0,Democrat | HillaryClinton | RiggedPrimary | Benghazi | Murder | Emails | BleachBit | ClintonFoundati | MoneyLaundering | Fraud | SethRich | WalkAwayFromDem,12,,https://pbs.twimg.com/media/EWt6ZP9XsAYJgo4.jpg
,,https://twitter.com/Skidoo42______/status/1255251991233728519,"""Up another paycheck headed to Chrissy from China. Paid off #democrat that sold his own country out for money… """,2020-04-28 14:46:00,1,1,0,,0,democrat,1,,
sharonedwards,Sharon ,https://twitter.com/SharonEdwards/status/1252676846421934080,"""Way to go #Democrat pigs… """,2020-04-21 12:13:00,4,2,0,,0,Democrat,1,,
,,https://twitter.com/NateHillShow/status/1254956910001811458,"""If you are sexually assaulted, #AlyssaMilano has your back, unless it's by a #Democrat, then it's nothing to see!… https",2020-04-27 19:13:00,6,1,0,,0,AlyssaMilano | Democrat,2,,
snakemannn1a,A. Patriot,https://twitter.com/SnakeMannn1A/status/1255294642259668992,"""I guess it's #RIP for #MeToo & #BelieveAllWomen because of #TaraReade & @JoeBiden I guess the #Democrat party is only for SOME #Women & only SOME #Men are #GUILTY! There was NO EVIDENCE against #Kavanaugh & y'all said Women don't lie right? Fucking LYING HYPOCRITES! #MAGA #KAG!… https",2020-04-28 17:35:00,4,4,2,JoeBiden,1,RIP | MeToo | BelieveAllWomen | TaraReade | Democrat | Women | Men | GUILTY | Kavanaugh | MAGA | KAG,11,,https://pbs.twimg.com/media/EWuz0GaXYAAbvJV.jpg
sas61,Sas,https://twitter.com/sas61/status/1255206410427731970,"""Specially for all #left (#democrat) voters who are still in a #coma 👇🏼… """,2020-04-28 11:45:00,3,1,0,,0,left | democrat | coma,3,,https://pbs.twimg.com/media/EWtjkk3WsAco2fL.jpg
